season_year,country,league,tier,club_count,target_count,deficit,avg_financial_power,min_financial_power,max_financial_power,warning_class
2026,"Norway","Norway - Eliteserien",1,16,16,0,64.9,47.6,90.2,"OK"
2026,"Norway","Norway - 3. Division - Regional Division 002",4,17,17,0,54.0,19.5,77.4,"OK"
2026,"Norway","Norway - 3. Division - Regional Division 003",4,17,17,0,47.6,22.6,71.6,"OK"
2026,"Botswana","Botswana - Premier League",1,16,16,0,53.9,28.8,72.2,"OK"
2026,"Macao","Macao - Primeira Divisão",1,10,10,0,47.8,20.4,77.0,"OK"
2026,"Dominican Republic","Dominican Republic - Liga Mayor",1,10,10,0,63.0,41.6,87.5,"OK"
2026,"Denmark","Denmark - 2. Division",3,12,12,0,46.8,32.8,64.7,"OK"
2026,"Denmark","Denmark - Superliga",1,12,12,0,72.3,48.1,90.0,"OK"
2026,"Denmark","Denmark - 3. Division",4,12,12,0,42.6,18.9,63.6,"OK"
2026,"Denmark","Denmark - Denmark Series - Regional Division 001",5,20,20,0,46.6,26.8,67.4,"OK"
2026,"Denmark","Denmark - Denmark Series - Regional Division 002",5,20,20,0,42.6,28.7,65.3,"OK"
2026,"Denmark","Denmark - 1. Division",2,12,12,0,64.7,43.6,80.7,"OK"
2026,"British Virgin Islands","British Virgin Islands - BVIFA National League",1,11,11,0,56.3,31.7,83.2,"OK"
2026,"Zimbabwe","Zimbabwe - Premier Soccer League",1,18,18,0,59.0,27.6,91.1,"OK"
2026,"Uganda","Uganda - Premier League",1,16,16,0,58.5,22.1,81.3,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 008",5,17,17,0,35.3,19.0,47.5,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 004",5,18,18,0,38.3,20.0,70.1,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 005",5,18,18,0,39.5,20.0,64.7,"OK"
2026,"Mexico","Mexico - Liga Premier Serie A - Regional Division 003",3,13,13,0,45.4,30.0,67.2,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 006",5,18,18,0,37.4,18.0,59.6,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 007",5,18,18,0,37.0,18.6,81.1,"OK"
2026,"Mexico","Mexico - Liga Premier Serie A - Regional Division 001",3,14,14,0,55.0,23.9,74.6,"OK"
2026,"Mexico","Mexico - Liga MX",1,18,18,0,72.4,50.5,85.8,"OK"
2026,"Mexico","Mexico - Liga Premier Serie A - Regional Division 002",3,14,14,0,51.0,38.0,68.0,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 001",5,18,18,0,41.1,23.5,64.3,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 002",5,18,18,0,39.9,22.4,56.4,"OK"
2026,"Mexico","Mexico - Liga TDP - Regional Division 003",5,18,18,0,36.8,20.0,64.9,"OK"
2026,"Mexico","Mexico - Liga Premier Serie B",4,10,10,0,45.4,20.0,63.6,"OK"
2026,"Mexico","Mexico - Liga de Expansión MX",2,15,15,0,56.2,32.3,87.7,"OK"
2026,"Suriname","Suriname - Suriname Major League",1,9,9,0,49.2,22.8,74.5,"OK"
2026,"Montenegro","Montenegro - Second League",2,10,10,0,45.8,20.5,71.5,"OK"
2026,"Montenegro","Montenegro - First League",1,10,10,0,55.5,22.2,82.4,"OK"
2026,"Indonesia","Indonesia - Super League",2,18,18,0,53.1,28.7,82.3,"OK"
2026,"Indonesia","Indonesia - Championship",3,20,20,0,53.7,24.1,83.2,"OK"
2026,"Indonesia","Indonesia - Liga Nusantara",1,22,22,0,56.1,29.4,84.9,"OK"
2026,"Dominica","Dominica - DFA Premier League",1,10,10,0,52.9,33.7,77.3,"OK"
2027,"Benin","Benin - Championnat National",1,18,18,0,59.1,31.4,95.7,"OK"
2027,"Papua New Guinea","Papua New Guinea - National Soccer League",1,11,11,0,40.6,20.3,67.0,"OK"
2027,"Angola","Angola - Girabola",1,16,16,0,61.7,47.2,86.6,"OK"
2027,"Cambodia","Cambodia - Premier League",1,11,11,0,47.2,20.5,74.8,"OK"
2027,"Wales","Wales - FAW Championship",2,32,32,0,46.7,20.9,83.7,"OK"
2027,"Wales","Wales - Premier League",1,12,12,0,59.6,25.1,99.2,"OK"
2027,"Sudan","Sudan - Sudani Premier League",1,24,24,0,54.3,34.2,77.2,"OK"
2027,"England","England - National League South",6,24,24,0,44.9,18.8,79.3,"OK"
2027,"England","England - National League North",6,24,24,0,51.7,33.3,72.7,"OK"
2027,"England","England - Southern League Premier Division Central",7,22,22,0,53.2,20.7,72.4,"OK"
2027,"England","England - Southern League Premier Division South",7,22,22,0,47.8,23.0,71.1,"OK"
2027,"England","England - Championship",2,24,24,0,66.3,33.6,98.0,"OK"
2027,"England","England - Premier League",1,20,20,0,79.7,54.8,100.0,"OK"
2027,"England","England - League One",3,24,24,0,63.6,44.9,89.1,"OK"
2027,"England","England - National League",5,24,24,0,58.0,23.4,87.0,"OK"
2027,"England","England - League Two",4,24,24,0,63.9,35.5,100.0,"OK"
2027,"England","England - Isthmian League Premier Division",7,21,22,1,49.2,20.7,74.1,"OK"
2027,"England","England - Northern Premier League Premier Division",7,22,22,0,49.9,26.9,74.5,"OK"
2027,"Paraguay","Paraguay - Division Profesional",1,12,12,0,75.2,55.1,98.6,"OK"
2027,"Paraguay","Paraguay - Division Intermedia",2,14,14,0,62.4,40.0,80.7,"OK"
2027,"Kazakhstan","Kazakhstan - 1. Division",2,14,14,0,53.2,38.1,75.0,"OK"
2027,"Kazakhstan","Kazakhstan - Premier League",1,14,14,0,57.4,35.6,74.8,"OK"
2027,"Portugal","Portugal - Segunda Liga",2,18,18,0,62.9,34.1,93.4,"OK"
2027,"Portugal","Portugal - Serie A",4,14,14,0,57.8,41.4,88.8,"OK"
2027,"Portugal","Portugal - Serie B",4,14,14,0,50.6,33.7,82.6,"OK"
2027,"Portugal","Portugal - Liga 003",3,20,20,0,58.7,35.2,98.5,"OK"
2027,"Portugal","Portugal - Serie C",4,14,14,0,52.6,39.6,69.8,"OK"
2027,"Portugal","Portugal - Serie D",4,14,14,0,55.3,28.3,82.0,"OK"
2027,"Portugal","Portugal - Primeira Liga",1,18,18,0,75.6,55.6,92.6,"OK"
2027,"Brunei Darussalam","Brunei Darussalam - Super League",1,10,10,0,51.6,39.6,63.8,"OK"
2027,"Syria","Syria - Premier League",1,16,16,0,62.8,39.5,89.9,"OK"
2027,"New Caledonia","New Caledonia - Super Ligue",1,10,10,0,46.3,24.4,68.5,"OK"
2027,"Solomon Islands","Solomon Islands - S-League",1,11,11,0,48.3,26.3,62.4,"OK"
2027,"Grenada","Grenada - Premier Division",1,10,10,0,57.3,33.1,78.0,"OK"
2027,"Greece","Greece - Gamma Ethniki - Regional Division 001",3,15,15,0,52.3,22.3,77.6,"OK"
2027,"Greece","Greece - Super League 002",2,20,20,0,49.4,25.8,69.1,"OK"
2027,"Greece","Greece - Super League 001",1,14,14,0,69.0,37.1,93.2,"OK"
2027,"Greece","Greece - Gamma Ethniki - Regional Division 005",3,14,14,0,41.7,20.8,61.3,"OK"
2027,"Greece","Greece - Gamma Ethniki - Regional Division 004",3,14,14,0,42.7,21.8,65.5,"OK"
2027,"Greece","Greece - Gamma Ethniki - Regional Division 003",3,15,15,0,45.3,32.0,71.4,"OK"
2027,"Greece","Greece - Gamma Ethniki - Regional Division 002",3,15,15,0,50.2,26.0,86.6,"OK"
2027,"Cayman Islands","Cayman Islands - CIFA Premier League",1,12,12,0,44.8,21.1,71.2,"OK"
2027,"Mongolia","Mongolia - Premier League",1,10,10,0,52.3,27.5,76.1,"OK"
2027,"Latvia","Latvia - Virsliga",1,9,9,0,60.1,38.4,83.5,"OK"
2027,"Latvia","Latvia - 1. Liga",2,14,14,0,54.2,29.1,83.1,"OK"
2027,"Morocco","Morocco - Botola 002",2,16,16,0,58.5,32.2,92.2,"OK"
2027,"Morocco","Morocco - Botola Pro",1,16,16,0,70.1,42.2,100.0,"OK"
2027,"Iran","Iran - Persian Gulf Pro League",1,16,16,0,62.9,37.9,89.0,"OK"
2027,"Iran","Iran - Azadegan League",2,18,18,0,61.9,41.5,97.1,"OK"
2027,"Mali","Mali - Première Division",1,14,14,0,60.1,21.3,87.9,"OK"
2027,"Panama","Panama - Liga Prom",2,24,24,0,54.4,18.0,83.3,"OK"
2027,"Panama","Panama - LPF",1,12,12,0,63.6,49.6,97.9,"OK"
2027,"Guadeloupe","Guadeloupe - Division d'Honneur",1,14,14,0,53.5,27.7,91.2,"OK"
2027,"Guyana","Guyana - GFF Elite League",1,10,10,0,57.0,21.5,84.6,"OK"
2027,"Guatemala","Guatemala - Primera Division",2,20,20,0,62.4,40.2,83.5,"OK"
2027,"Guatemala","Guatemala - Liga Nacional",1,12,12,0,64.6,38.4,75.2,"OK"
2027,"Iraq","Iraq - Iraqi League",1,20,20,0,65.0,24.7,100.0,"OK"
2027,"Chile","Chile - Primera B",2,15,15,0,65.2,41.4,87.0,"OK"
2027,"Chile","Chile - Segunda División",3,13,13,0,52.9,27.6,77.2,"OK"
2027,"Chile","Chile - Primera División",1,16,16,0,63.2,40.2,78.0,"OK"
2027,"Chile","Chile - Tercera A",4,15,15,0,53.3,27.4,66.7,"OK"
2027,"Laos","Laos - Lao League",1,10,10,0,35.7,20.1,58.9,"OK"
2027,"Nepal","Nepal - Super League",1,7,7,0,52.3,38.5,82.1,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 001",5,19,19,0,51.7,25.4,78.3,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 002",5,19,19,0,53.9,23.7,82.1,"OK"
2027,"Argentina","Argentina - Torneo Promocional Amateur",7,11,11,0,42.4,20.0,84.0,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 016",5,18,18,0,55.5,25.1,96.0,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 017",5,18,18,0,45.6,19.4,79.0,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 014",5,18,18,0,49.8,27.4,69.8,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 015",5,18,18,0,51.2,24.5,82.9,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 018",5,18,18,0,45.0,18.0,65.0,"OK"
2027,"Argentina","Argentina - Liga Profesional Argentina - Regional Division 002",1,15,15,0,62.5,38.1,86.9,"OK"
2027,"Argentina","Argentina - Liga Profesional Argentina - Regional Division 001",1,15,15,0,71.1,49.9,97.0,"OK"
2027,"Argentina","Argentina - Primera C",6,28,28,0,41.7,19.9,67.3,"OK"
2027,"Argentina","Argentina - Prim B Metro",4,22,22,0,55.4,20.5,77.9,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 012",5,18,18,0,49.4,18.6,67.1,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 013",5,18,18,0,45.9,18.0,66.2,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 010",5,18,18,0,52.0,36.8,74.0,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 011",5,18,18,0,44.0,25.8,64.2,"OK"
2027,"Argentina","Argentina - Primera Nacional - Regional Division 001",2,17,17,0,67.4,45.3,89.5,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 005",5,19,19,0,48.2,24.0,80.9,"OK"
2027,"Argentina","Argentina - Torneo Federal A - Regional Division 002",3,18,18,0,54.1,32.4,74.2,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 006",5,19,19,0,47.0,21.1,80.2,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 003",5,19,19,0,54.9,30.9,72.1,"OK"
2027,"Argentina","Argentina - Primera Nacional - Regional Division 002",2,17,17,0,61.4,26.4,96.8,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 004",5,19,19,0,48.0,19.6,74.9,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 009",5,18,18,0,47.6,23.5,65.2,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 007",5,19,19,0,45.8,18.6,69.5,"OK"
2027,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 008",5,19,19,0,49.3,18.8,78.6,"OK"
2027,"Argentina","Argentina - Torneo Federal A - Regional Division 001",3,18,18,0,54.3,26.2,96.0,"OK"
2027,"Ukraine","Ukraine - Premier League",1,16,16,0,66.9,38.9,99.8,"OK"
2027,"Ukraine","Ukraine - Druha Liga",3,22,22,0,42.9,20.0,68.8,"OK"
2027,"Ukraine","Ukraine - Persha Liga",2,16,16,0,57.2,34.4,78.6,"OK"
2027,"Tanzania","Tanzania - Ligi kuu Bara",1,16,16,0,67.3,40.7,94.9,"OK"
2027,"Seychelles","Seychelles - Premier League",1,9,10,1,58.9,44.8,78.0,"OK"
2027,"Zambia","Zambia - Super League",1,18,18,0,64.4,31.0,96.1,"OK"
2027,"Ghana","Ghana - Division One - Regional Division 003",2,16,16,0,53.2,30.6,74.0,"OK"
2027,"Ghana","Ghana - Division One - Regional Division 002",2,16,16,0,55.8,30.4,79.9,"OK"
2027,"Ghana","Ghana - Division One - Regional Division 001",2,16,16,0,60.2,38.2,79.5,"OK"
2027,"Ghana","Ghana - Premier League",1,18,18,0,64.5,41.9,84.0,"OK"
2027,"Belize","Belize - Premier League",1,7,7,0,42.9,31.6,58.8,"OK"
2027,"Northern Ireland","Northern Ireland - Championship",2,12,12,0,46.8,28.5,84.5,"OK"
2027,"Northern Ireland","Northern Ireland - Premier Intermediate League",3,13,13,0,38.4,18.0,54.5,"OK"
2027,"Northern Ireland","Northern Ireland - Premiership",1,12,12,0,55.4,33.9,87.5,"OK"
2027,"Bahrain","Bahrain - Premier League",1,12,12,0,59.1,44.0,86.8,"OK"
2027,"Bahrain","Bahrain - Second Division",2,12,12,0,47.5,19.0,67.4,"OK"
2027,"Congo","Congo - Ligue 001",1,14,14,0,61.0,32.7,82.1,"OK"
2027,"India","India - Indian Super League",1,13,13,0,65.0,40.4,99.1,"OK"
2027,"India","India - I-League",2,12,12,0,45.3,27.9,74.5,"OK"
2027,"India","India - I-League 002",3,9,9,0,47.0,32.0,65.2,"OK"
2027,"India","India - Calcutta Premier Division",4,18,18,0,43.8,18.2,70.5,"OK"
2027,"Kyrgyz Republic","Kyrgyz Republic - Premier League",1,14,14,0,47.9,20.3,71.1,"OK"
2027,"Canada","Canada - Canadian Premier League",1,8,8,0,63.7,44.5,100.0,"OK"
2027,"Canada","Canada - Group D",2,9,10,1,46.5,33.6,60.3,"OK"
2027,"Canada","Canada - Group C",2,10,10,0,47.1,25.7,71.0,"OK"
2027,"Canada","Canada - Group B",2,10,10,0,44.6,24.1,63.6,"OK"
2027,"Canada","Canada - Group A",2,10,10,0,47.4,28.3,73.0,"OK"
2027,"Belgium","Belgium - VV",3,16,16,0,58.8,32.1,75.9,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 002",6,18,18,0,44.3,20.8,68.3,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 003",6,18,18,0,49.1,19.3,81.7,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 004",6,18,18,0,46.4,19.5,73.1,"OK"
2027,"Belgium","Belgium - First Division A",1,16,16,0,74.8,54.8,97.6,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 005",6,18,18,0,43.0,21.7,82.0,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 001",6,18,18,0,48.1,22.3,72.9,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 006",6,18,18,0,44.4,21.7,67.7,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 007",6,18,18,0,38.8,21.3,58.4,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 008",6,17,17,0,43.5,22.5,69.1,"OK"
2027,"Belgium","Belgium - Provincial - Regional Division 009",6,17,17,0,34.0,18.0,54.9,"OK"
2027,"Belgium","Belgium - D",5,16,16,0,45.4,31.6,73.2,"OK"
2027,"Belgium","Belgium - Challenger Pro League",2,17,17,0,64.7,30.4,98.1,"OK"
2027,"Belgium","Belgium - ACFF",3,16,16,0,55.4,33.3,79.2,"OK"
2027,"Belgium","Belgium - A",4,31,16,0,50.1,24.2,81.4,"OVERFLOW"
2027,"Belgium","Belgium - B",4,32,16,0,50.5,25.5,88.1,"OVERFLOW"
2027,"Belgium","Belgium - C",4,32,16,0,49.3,24.5,67.8,"OVERFLOW"
2027,"Finland","Finland - Kolmonen - Regional Division 002",5,17,17,0,40.1,20.8,63.7,"OK"
2027,"Finland","Finland - Kolmonen - Regional Division 001",5,17,17,0,44.1,19.7,62.2,"OK"
2027,"Finland","Finland - Kakkonen - Regional Division 002",4,15,15,0,46.4,24.3,80.1,"OK"
2027,"Finland","Finland - Ykkösliiga",2,10,10,0,51.0,30.0,72.0,"OK"
2027,"Finland","Finland - Kakkonen - Regional Division 001",4,15,15,0,49.8,29.4,74.8,"OK"
2027,"Finland","Finland - Veikkausliiga",1,12,12,0,60.4,38.7,88.7,"OK"
2027,"Finland","Finland - Ykkönen",3,11,11,0,46.0,22.4,61.0,"OK"
2027,"Finland","Finland - Kolmonen - Regional Division 004",5,17,17,0,40.2,20.0,61.1,"OK"
2027,"Finland","Finland - Kolmonen - Regional Division 003",5,17,17,0,41.8,18.0,75.0,"OK"
2027,"Finland","Finland - Kolmonen - Regional Division 005",5,17,17,0,34.6,18.4,54.5,"OK"
2027,"Faroe Islands","Faroe Islands - Meistaradeildin",1,10,10,0,64.6,40.6,78.9,"OK"
2027,"Faroe Islands","Faroe Islands - 1. Deild",2,10,10,0,46.1,31.3,59.0,"OK"
2027,"Faroe Islands","Faroe Islands - 2. Deild",3,9,9,0,32.7,19.3,51.9,"OK"
2027,"North Macedonia","North Macedonia - First League",1,12,12,0,59.1,40.6,89.9,"OK"
2027,"North Macedonia","North Macedonia - Second League",2,16,16,0,50.4,23.4,75.5,"OK"
2027,"Trinidad and Tobago","Trinidad and Tobago - TT Premier League 002",2,20,20,0,42.6,19.0,72.2,"OK"
2027,"Trinidad and Tobago","Trinidad and Tobago - TT Premier League",1,12,12,0,50.6,22.5,76.3,"OK"
2027,"South Africa","South Africa - PSL",1,16,16,0,61.8,35.9,86.9,"OK"
2027,"South Africa","South Africa - 1st Division",2,16,16,0,57.8,37.5,94.7,"OK"
2027,"Bermuda","Bermuda - Premier League",1,10,10,0,52.2,31.0,63.9,"OK"
2027,"Georgia","Georgia - Erovnuli Liga 002",2,10,10,0,57.3,44.2,67.9,"OK"
2027,"Georgia","Georgia - Liga 003",3,16,16,0,44.1,28.1,73.0,"OK"
2027,"Georgia","Georgia - Erovnuli Liga",1,10,10,0,66.1,47.3,82.9,"OK"
2027,"Jamaica","Jamaica - Premier League",1,14,14,0,66.3,42.0,99.9,"OK"
2027,"Turkmenistan","Turkmenistan - Ýokary Liga",1,8,8,0,51.2,37.5,66.6,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 006",5,18,18,0,42.9,20.0,76.4,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 005",5,18,18,0,42.5,21.3,69.8,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 004",5,18,18,0,44.6,20.8,74.9,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 003",5,18,18,0,45.4,20.8,76.6,"OK"
2027,"Türkiye","Türkiye - Süper Lig",1,18,18,0,72.5,37.7,100.0,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 008",5,18,18,0,37.2,21.3,65.7,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 007",5,18,18,0,40.6,18.7,59.9,"OK"
2027,"Türkiye","Türkiye - 3. Lig - Regional Division 004",4,16,16,0,44.8,24.8,79.1,"OK"
2027,"Türkiye","Türkiye - 1. Lig",2,20,20,0,57.2,28.3,77.7,"OK"
2027,"Türkiye","Türkiye - 3. Lig - Regional Division 003",4,16,16,0,48.4,19.5,77.6,"OK"
2027,"Türkiye","Türkiye - 3. Lig - Regional Division 002",4,16,16,0,49.0,26.1,84.6,"OK"
2027,"Türkiye","Türkiye - 3. Lig - Regional Division 001",4,16,16,0,51.3,32.9,70.7,"OK"
2027,"Türkiye","Türkiye - 2. Lig - Regional Division 002",3,18,18,0,51.8,40.7,63.3,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 002",5,18,18,0,46.4,19.1,67.5,"OK"
2027,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 001",5,18,18,0,47.6,18.9,67.0,"OK"
2027,"Türkiye","Türkiye - 2. Lig - Regional Division 001",3,19,19,0,54.9,26.3,83.5,"OK"
2027,"Peru","Peru - Liga 3 - Regional Division 002",1,18,18,0,54.8,19.6,80.0,"OK"
2027,"Peru","Peru - Liga 3 - Regional Division 001",1,19,19,0,64.9,31.8,86.2,"OK"
2027,"Peru","Peru - Liga 002",2,15,15,0,58.0,38.2,74.9,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 023",6,18,18,0,41.9,24.4,63.3,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 022",6,18,18,0,41.3,21.7,78.0,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 025",6,18,18,0,45.9,25.0,67.7,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 024",6,18,18,0,44.6,27.3,82.1,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 027",6,18,18,0,36.6,20.0,60.1,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 026",6,18,18,0,47.1,20.7,67.3,"OK"
2027,"Germany","Germany - Regionalliga Nordost",4,18,18,0,61.8,42.0,93.5,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 029",6,18,18,0,38.9,19.0,58.1,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 028",6,18,18,0,36.3,20.0,65.6,"OK"
2027,"Germany","Germany - Bundesliga",1,18,18,0,70.3,47.9,100.0,"OK"
2027,"Germany","Germany - Regionalliga Südwest",4,18,18,0,56.9,38.9,85.9,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 008",5,17,17,0,50.4,30.3,78.8,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 009",5,17,17,0,49.1,20.4,79.8,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 006",5,17,17,0,55.8,22.0,79.1,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 007",5,17,17,0,51.6,21.4,82.7,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 004",5,17,17,0,53.3,28.7,76.9,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 005",5,17,17,0,54.9,28.8,76.1,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 002",5,17,17,0,53.4,18.8,92.5,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 003",5,17,17,0,47.3,23.4,78.7,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 030",6,18,18,0,37.9,20.0,65.4,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 001",5,18,18,0,57.3,26.7,76.6,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 032",6,18,18,0,41.9,20.0,69.3,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 031",6,18,18,0,38.4,20.0,60.2,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 012",6,18,18,0,43.5,18.7,66.2,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 011",6,18,18,0,44.4,20.0,93.0,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 014",6,18,18,0,43.5,24.0,74.9,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 013",6,18,18,0,38.4,18.0,62.8,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 016",6,18,18,0,43.4,18.9,63.6,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 015",6,18,18,0,39.8,25.8,63.7,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 018",6,18,18,0,40.9,22.0,63.4,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 017",6,18,18,0,40.3,20.0,65.4,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 019",6,18,18,0,44.8,18.9,84.2,"OK"
2027,"Germany","Germany - Regionalliga West",4,18,18,0,57.2,25.4,76.6,"OK"
2027,"Germany","Germany - Regionalliga Bayern",4,18,18,0,63.8,42.3,98.5,"OK"
2027,"Germany","Germany - Regionalliga Nord",4,18,18,0,61.2,46.7,79.3,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 013",5,17,17,0,44.0,18.9,96.4,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 014",5,17,17,0,48.1,20.8,73.5,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 011",5,17,17,0,48.3,20.0,82.9,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 012",5,17,17,0,47.8,24.7,72.9,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 021",6,18,18,0,46.9,22.0,84.9,"OK"
2027,"Germany","Germany - Oberliga - Regional Division 010",5,17,17,0,51.2,29.5,88.9,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 020",6,18,18,0,41.4,23.4,63.0,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 001",6,19,19,0,46.0,22.1,59.9,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 003",6,19,19,0,45.2,24.4,65.4,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 002",6,19,19,0,42.3,18.7,69.2,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 005",6,19,19,0,47.6,23.0,73.7,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 004",6,19,19,0,43.4,23.0,67.8,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 007",6,19,19,0,43.5,20.0,62.4,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 006",6,19,19,0,41.0,18.8,60.2,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 009",6,18,18,0,48.6,18.0,65.0,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 008",6,19,19,0,46.5,20.0,70.2,"OK"
2027,"Germany","Germany - State Leagues - Regional Division 010",6,18,18,0,49.4,22.8,79.3,"OK"
2027,"Germany","Germany - 3. Liga",3,20,20,0,63.6,32.5,92.1,"OK"
2027,"Germany","Germany - 2. Bundesliga",2,18,18,0,64.7,27.7,91.5,"OK"
2027,"Puerto Rico","Puerto Rico - Liga Puerto Rico",1,10,10,0,58.8,38.5,89.3,"OK"
2027,"Fiji","Fiji - National Football League",1,10,10,0,47.4,28.6,83.1,"OK"
2027,"Hong Kong","Hong Kong - HKFA 1st Division",2,14,14,0,41.9,18.4,60.1,"OK"
2027,"Hong Kong","Hong Kong - Premier League",1,10,10,0,56.1,27.5,74.0,"OK"
2027,"Guinea","Guinea - Ligue 001",1,14,14,0,62.8,36.9,85.2,"OK"
2027,"Somalia","Somalia - Somali Premier League",1,11,11,0,56.6,35.6,72.1,"OK"
2027,"Madagascar","Madagascar - Pro League",1,15,15,0,56.0,33.9,75.1,"OK"
2027,"Aruba","Aruba - Division di Honor",1,10,10,0,58.6,29.3,87.5,"OK"
2027,"Thailand","Thailand - Thai League 3 - Regional Division 001",3,17,17,0,50.6,22.1,80.3,"OK"
2027,"Thailand","Thailand - Thai League 3 - Regional Division 002",3,17,17,0,49.2,21.7,84.8,"OK"
2027,"Thailand","Thailand - Thai League 002",2,18,18,0,50.1,18.8,73.3,"OK"
